question,answer_llm,answer_orig,document
"Where can I find the module materials, and are they available without waiting for a live session?","The module materials are available in the course GitHub repository. They are pre-recorded, so you do not need to wait for a live session to access them.","There are no separate live sessions for every module by default. Module materials are pre-recorded and available in the course repo.

Live sessions are announced separately when they happen. If you are stuck, ask your question in Slack and follow the [asking questions guidelines](https://datatalks.club/docs/courses/zoomcamp-logistics/asking-questions/).

Optional extra support is available through [AI Shipping Labs](https://datatalks.club/docs/courses/llm-zoomcamp/ai-shipping-labs/), a paid community that includes regular Zoom office hours and additional structure. This is optional; the DataTalks.Club course content remains free.",d65e05bd7a
Can I count Bluesky posts toward the learning in public credits?,Yes. Bluesky posts can be used toward the learning in public credits.,Yes. Bluesky posts can be used for learning in public credits.,dbf5369006
Does posting on Bluesky qualify for learning in public credit in this course?,Yes. Bluesky posts can be used for learning in public credits.,Yes. Bluesky posts can be used for learning in public credits.,dbf5369006
Are Bluesky updates accepted as learning in public credits?,Yes. Bluesky posts can be used for learning in public credits.,Yes. Bluesky posts can be used for learning in public credits.,dbf5369006
Is it okay to use Bluesky activity for the public learning credit requirement?,Yes. Bluesky posts can be used for learning in public credits.,Yes. Bluesky posts can be used for learning in public credits.,dbf5369006
Can I earn the learning in public credit by posting on Bluesky?,Yes. Bluesky posts can be used for learning in public credits.,Yes. Bluesky posts can be used for learning in public credits.,dbf5369006
What’s the Telegram link for the LLM Zoomcamp channel?,The Telegram link for the LLM Zoomcamp channel is: https://t.me/llm_zoomcamp,"The Telegram channel is [https://t.me/llm_zoomcamp](https://t.me/llm_zoomcamp).

Use it for announcements. For technical discussion and questions, use the course Slack channel.",054f3fd58f
Where can I find the course Telegram group for announcements?,The course Telegram channel for announcements is: https://t.me/llm_zoomcamp,"The Telegram channel is [https://t.me/llm_zoomcamp](https://t.me/llm_zoomcamp).

Use it for announcements. For technical discussion and questions, use the course Slack channel.",054f3fd58f
"Is there a Telegram channel for LLM Zoomcamp, and what is it used for?","Yes. The LLM Zoomcamp Telegram channel is https://t.me/llm_zoomcamp.

It is used for announcements. For technical discussion and questions, use the course Slack channel.","The Telegram channel is [https://t.me/llm_zoomcamp](https://t.me/llm_zoomcamp).

Use it for announcements. For technical discussion and questions, use the course Slack channel.",054f3fd58f
Should I ask technical questions in the Telegram channel or somewhere else?,"For technical discussion and questions, use the course Slack channel. The Telegram channel is for announcements.","The Telegram channel is [https://t.me/llm_zoomcamp](https://t.me/llm_zoomcamp).

Use it for announcements. For technical discussion and questions, use the course Slack channel.",054f3fd58f
Where do I go for announcements vs technical discussion in LLM Zoomcamp?,"Use the **Telegram channel** for **announcements**: https://t.me/llm_zoomcamp

Use the **course Slack channel** for **technical discussion and questions**.","The Telegram channel is [https://t.me/llm_zoomcamp](https://t.me/llm_zoomcamp).

Use it for announcements. For technical discussion and questions, use the course Slack channel.",054f3fd58f
